time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2025-07-29 21:00:00+08:00,119028.34,118537.97,118905.83,2144.84,254833663.98,118621.38,direct,
2025-07-29 22:00:00+08:00,118634.7,117709.08,118621.38,3296.71,389445980.77,117821.85,direct,
2025-07-29 23:00:00+08:00,117955.16,117278.68,117821.85,3337.61,392388396.53,117392.5,direct,
2025-07-30 00:00:00+08:00,117749.16,116971.92,117392.5,3030.77,355661955.03,117735.84,direct,
2025-07-30 01:00:00+08:00,118052.84,117641.0,117735.84,1465.12,172644813.71,117774.94,direct,
2025-07-30 02:00:00+08:00,117824.83,117487.75,117774.94,1017.41,119708122.34,117607.02,direct,
2025-07-30 03:00:00+08:00,117996.4,117415.61,117607.02,1698.73,199896273.55,117527.31,direct,
2025-07-30 04:00:00+08:00,117865.65,117096.96,117527.31,2461.5,288936440.83,117496.21,direct,
2025-07-30 05:00:00+08:00,117695.05,117185.76,117496.21,1115.89,130970457.74,117600.8,direct,
2025-07-30 06:00:00+08:00,117857.45,117453.28,117600.8,681.26,80163374.75,117842.54,direct,
2025-07-30 07:00:00+08:00,117991.71,117726.43,117842.54,541.95,63877012.97,117946.07,direct,
2025-07-30 08:00:00+08:00,117994.39,117538.39,117946.07,826.24,97278499.31,117744.75,direct,
2025-07-30 09:00:00+08:00,118010.49,117415.59,117744.75,815.82,96042065.05,117860.83,direct,
2025-07-30 10:00:00+08:00,118123.28,117793.86,117860.83,1012.26,119447732.21,118025.63,direct,
2025-07-30 11:00:00+08:00,118254.03,117910.7,118025.63,1032.04,121864068.06,118160.73,direct,
2025-07-30 12:00:00+08:00,118273.28,117967.83,118160.73,656.17,77522729.51,117999.3,direct,
2025-07-30 13:00:00+08:00,118081.62,117680.56,117999.3,636.82,75069992.84,117992.0,direct,
2025-07-30 14:00:00+08:00,118327.38,117991.9,117992.0,812.53,96026060.58,118284.37,direct,
2025-07-30 15:00:00+08:00,118411.9,118120.26,118284.37,756.55,89473902.79,118127.62,direct,
2025-07-30 16:00:00+08:00,118479.52,117955.05,118127.62,1116.07,131934677.34,118372.71,direct,
2025-07-30 17:00:00+08:00,118422.86,117987.24,118372.71,927.91,109650817.01,118161.53,direct,
2025-07-30 18:00:00+08:00,118438.75,117948.28,118161.53,1496.21,176940337.81,118013.13,direct,
2025-07-30 19:00:00+08:00,118183.18,117365.76,118013.13,1781.33,209775069.4,117576.85,direct,
2025-07-30 20:00:00+08:00,117909.67,117355.21,117576.85,2472.49,290904066.95,117739.05,direct,
2025-07-30 21:00:00+08:00,117861.11,117426.66,117739.05,3412.02,401348435.4,117678.93,direct,
