time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2025-07-28 20:00:00+08:00,119092.68,118784.23,118825.89,1861.7,221419971.33,118843.89,direct,
2025-07-28 21:00:00+08:00,119080.39,118242.27,118843.89,3060.49,362934631.47,118435.86,direct,
2025-07-28 22:00:00+08:00,118684.99,117913.84,118435.86,3364.99,397713666.27,117986.94,direct,
2025-07-28 23:00:00+08:00,118502.11,117911.57,117986.94,1816.98,214734628.92,118174.06,direct,
2025-07-29 00:00:00+08:00,118374.79,118005.53,118174.06,1326.46,156737830.8,118021.43,direct,
2025-07-29 01:00:00+08:00,118106.42,117648.12,118021.43,2193.07,258442512.27,117666.64,direct,
2025-07-29 02:00:00+08:00,117854.33,117424.57,117666.64,1945.03,228765289.66,117777.97,direct,
2025-07-29 03:00:00+08:00,118234.76,117546.5,117777.97,1918.09,226286891.72,118070.51,direct,
2025-07-29 04:00:00+08:00,118154.01,117498.31,118070.51,2698.08,317960154.92,118047.14,direct,
2025-07-29 05:00:00+08:00,118341.4,117952.81,118047.14,2793.58,329969411.83,118110.05,direct,
2025-07-29 06:00:00+08:00,118264.3,117767.02,118110.05,1501.4,177277964.74,117859.27,direct,
2025-07-29 07:00:00+08:00,118173.31,117820.76,117859.27,895.9,105725624.28,118065.34,direct,
2025-07-29 08:00:00+08:00,118431.23,117547.46,118065.34,1988.94,234746404.12,117978.69,direct,
2025-07-29 09:00:00+08:00,118248.69,117780.93,117978.69,856.45,101114206.14,117780.95,direct,
2025-07-29 10:00:00+08:00,118103.55,117460.11,117780.95,1528.27,180011550.93,118093.7,direct,
2025-07-29 11:00:00+08:00,118798.22,118093.7,118093.7,1939.29,229690499.81,118759.27,direct,
2025-07-29 12:00:00+08:00,118797.88,118419.96,118759.27,1078.49,127938563.2,118531.04,direct,
2025-07-29 13:00:00+08:00,118854.58,118526.65,118531.04,903.2,107216767.53,118803.47,direct,
2025-07-29 14:00:00+08:00,119066.63,118738.52,118803.47,1651.66,196434293.4,118765.06,direct,
2025-07-29 15:00:00+08:00,119273.18,118757.52,118765.06,1941.93,231000759.11,118887.66,direct,
2025-07-29 16:00:00+08:00,119049.86,118762.52,118887.66,847.64,100803384.68,118922.34,direct,
2025-07-29 17:00:00+08:00,118986.39,118762.3,118922.34,888.15,105568775.98,118785.36,direct,
2025-07-29 18:00:00+08:00,118828.73,118306.52,118785.36,1585.74,188036250.37,118322.57,direct,
2025-07-29 19:00:00+08:00,118599.14,118170.14,118322.57,1363.96,161469426.81,118599.04,direct,
2025-07-29 20:00:00+08:00,119079.96,118460.46,118599.04,1835.95,218178429.44,118905.83,direct,
