time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2025-07-23 15:00:00+08:00,118592.31,118290.6,118421.92,1039.6,123149135.72,118353.28,direct,
2025-07-23 16:00:00+08:00,118553.84,118221.24,118353.28,1105.71,130889700.16,118418.53,direct,
2025-07-23 17:00:00+08:00,118460.58,117908.51,118418.53,1398.8,165202918.59,118037.7,direct,
2025-07-23 18:00:00+08:00,118381.88,117835.46,118037.7,1458.18,172184968.44,118366.15,direct,
2025-07-23 19:00:00+08:00,118618.23,118157.55,118366.15,873.86,103515893.57,118532.69,direct,
2025-07-23 20:00:00+08:00,118652.53,117808.45,118532.69,1983.39,234536981.01,117982.39,direct,
2025-07-23 21:00:00+08:00,118203.26,117328.33,117982.39,4461.66,525398637.43,117378.4,direct,
2025-07-23 22:00:00+08:00,118207.21,117310.46,117378.4,3010.72,354812743.2,118207.21,direct,
2025-07-23 23:00:00+08:00,118715.83,117821.96,118207.21,2059.05,243308326.22,118568.93,direct,
2025-07-24 00:00:00+08:00,118568.96,117555.88,118568.93,2901.85,342018320.45,117715.87,direct,
2025-07-24 01:00:00+08:00,118141.53,117330.47,117715.87,2695.31,317234974.43,118130.4,direct,
2025-07-24 02:00:00+08:00,118393.17,117997.56,118130.4,1671.92,197665333.1,118385.43,direct,
2025-07-24 03:00:00+08:00,118472.93,118227.21,118385.43,1211.1,143340752.56,118391.91,direct,
2025-07-24 04:00:00+08:00,118496.48,117567.92,118391.91,2269.39,267818207.3,117900.9,direct,
2025-07-24 05:00:00+08:00,118184.79,117390.49,117900.9,1749.57,206069964.28,118184.65,direct,
2025-07-24 06:00:00+08:00,118633.11,117942.48,118184.65,1461.83,173075230.92,118570.95,direct,
2025-07-24 07:00:00+08:00,118757.33,118417.6,118570.95,1207.28,143209204.02,118754.33,direct,
2025-07-24 08:00:00+08:00,119125.91,118570.03,118754.33,1567.13,186346593.75,119053.79,direct,
2025-07-24 09:00:00+08:00,119096.55,118786.08,119053.79,803.78,95623364.13,119085.83,direct,
2025-07-24 10:00:00+08:00,119088.34,118808.44,119085.83,793.31,94355557.06,118955.54,direct,
2025-07-24 11:00:00+08:00,119263.53,118469.39,118955.54,1620.14,192690026.73,118494.55,direct,
2025-07-24 12:00:00+08:00,118589.57,117829.81,118494.55,1887.23,223075487.18,117945.29,direct,
2025-07-24 13:00:00+08:00,117961.05,117499.76,117945.29,2322.98,273386952.66,117603.22,direct,
2025-07-24 14:00:00+08:00,117860.33,117386.47,117603.22,2158.46,253845373.06,117464.63,direct,
2025-07-24 15:00:00+08:00,118476.11,117110.42,117464.63,3109.19,366374263.6,118406.66,direct,
